trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_amount,payment,platform
T22000240,24/10/2025 02:10,DR-1050,VH-002,Airport,Airport,6.29,20.3,EUR 16.32,wallet,CityHail
T22000241,21/10/2025 16:51,DR-1013,VH-031,Centre,Airport,15.64,47.7,EUR 34.74,card,RideGo
T22000242,25/09/2025 00:12,DR-1016,VH-040, North ,North,5.12,24.6,EUR 16.18,CASH,CityHail
T22000243,06/09/2025 00:49,DR-1020,VH-008,Port,East,2.65,13.8,EUR 10.31,Card,Direct
T22000244,29/08/2025 08:29,DR-1034,VH-029,Airport,Centre,9.34,30.9,EUR 22.79,card,RideGo
T22000245,30/09/2025 03:21,DR-1053,VH-016, Centre ,East,8.84,33.5,EUR 22.95,wallet,RideGo
T22000246,27/12/2025 17:19,DR-1014,VH-015,West,Port,5.77,20.7,EUR 15.83,wallet,CityHail
T22000247,15/11/2025 04:24,DR-1022,VH-021,Port,North,2.97,13.3,EUR 10.54,CASH,RideGo
T22000248,09/09/2025 00:37,DR-1047,VH-014,East,East,4.93,22.8,EUR 15.45,Card,RideGo
T22000249,07/12/2025 08:12,DR-1050,VH-036,Centre,NULL,12.19,36.1,EUR 27.53,Card,Direct
T22000250,29/08/2025 16:24,DR-1024,VH-023,Centre,North,3.02,11.3,EUR 10.04,wallet,RideGo
T22000251,06/12/2025 06:22,DR-1025,VH-005,Suburbs,North,1.77,10.6,EUR 8.40,wallet,CityHail
T22000252,06/07/2025 02:31,DR-1019,VH-003, East ,Airport,33.22,116.6,EUR 74.25,CASH,RideGo
T22000253,13/09/2025 13:10,DR-1060,VH-033,Airport,Centre,4.33,20.4,EUR 14.09,wallet,RideGo
T22000254,27/08/2025 04:22,DR-1061,VH-024,Port,Port,7.44,25.3,EUR 19.04,cash,RideGo
T22000255,18/12/2025 03:50,DR-1015,VH-021,Airport,West,5.77,27.1,EUR 17.62,CASH,RideGo
T22000256,07/12/2025 04:02,DR-1064,VH-002, Port ,Centre,1.05,6.9,EUR 6.54,cash,Direct
T22000257,04/10/2025 15:29,DR-1028,VH-015,East,Suburbs,1.86,7.2,EUR 7.56,cash,CityHail
T22000258,30/10/2025 01:27,DR-1056,VH-041,Airport,Airport,6.5,31.9,EUR 19.81,wallet,RideGo
T22000259,28/12/2025 11:09,DR-1066,VH-011,Centre,Centre,1.58,9.5,EUR 7.88,card,Direct
T22000260,09/07/2025 01:20,DR-1033,VH-037, North ,Suburbs,3.13,16.8,EUR 11.70,card,CityHail
T22000261,17/12/2025 07:35,DR-1053,VH-034,Airport,Port,3.06,16.9,EUR 11.65,Card,CityHail
T22000262,10/12/2025 23:29,DR-1058,VH-034,West,North,7.59,27.0,EUR 19.69,wallet,RideGo
T22000263,07/07/2025 02:20,DR-1011,VH-017, Airport ,North,3.24,16.7,EUR 11.80,wallet,RideGo
T22000264,05/08/2025 16:55,DR-1031,VH-030,East,Port,3.2,17.0,EUR 11.84,cash,Direct
T22000265,18/09/2025 02:58,DR-1004,VH-040,Suburbs,Centre,1.04,6.3,EUR 6.36,wallet,RideGo
T22000266,06/10/2025 02:50,DR-1008,VH-005,Suburbs,East,6.36,31.9,EUR 19.65,Card,Direct
T22000267,14/11/2025 10:31,DR-1005,VH-018, North ,Port,6.96,31.9,EUR 20.34,CASH,RideGo
T22000268,06/11/2025 03:53,DR-1035,VH-037, West ,Suburbs,3.64,12.2,EUR 11.00,Card,RideGo
T22000269,02/09/2025 13:15,DR-1031,VH-014,Centre,Centre,2.72,13.7,EUR 10.36,CASH,CityHail
T22000270,03/12/2025 19:31,DR-1006,VH-040,West,Port,3.11,10.9,EUR 10.03,card,CityHail
T22000271,02/09/2025 05:41,DR-1049,VH-007,Centre,Port,1.33,5.8,EUR 6.55,cash,Direct
T22000272,21/12/2025 18:11,DR-1066,VH-037,Suburbs,Suburbs,1.16,8.5,EUR 7.11,CASH,CityHail
T22000273,19/12/2025 12:19,DR-1018,VH-035,Centre,Airport,5.54,27.4,EUR 17.44,Card,CityHail
T22000274,28/10/2025 09:07,DR-1062,VH-030,West,Centre,23.36,74.1,EUR 51.01,card,RideGo
T22000275,17/12/2025 15:06,DR-1018,VH-016,West,Suburbs,2.17,9.6,EUR 8.58,card,Direct
T22000276,14/11/2025 06:08,DR-1029,VH-036,Port,East,3.87,14.2,EUR 11.83,card,Direct
T22000277,12/12/2025 13:15,DR-1001,VH-011,Centre,West,5.72,17.6,EUR 14.91,wallet,CityHail
T22000278,28/12/2025 09:22,DR-1047,VH-005,North,East,3.7,15.6,EUR 12.02,card,CityHail
T22000279,09/07/2025 03:46,DR-1068,VH-032,West,East,2.29,9.9,EUR 8.81,card,CityHail
T22000280,21/07/2025 07:14,DR-1055,VH-007,Port,Suburbs,5.9,21.4,EUR 16.18,Card,RideGo
T22000281,16/09/2025 01:04,DR-1045,VH-010,East,North,2.34,11.5,EUR 9.31,wallet,RideGo
T22000282,11/09/2025 00:00,DR-1038,VH-022,West,Centre,3.79,11.5,EUR 10.98,wallet,CityHail
T22000283,31/07/2025 16:21,DR-1020,VH-007,Centre,Suburbs,5.03,25.6,EUR 16.35,wallet,CityHail
T22000284,21/08/2025 05:08,DR-1009,VH-005,Centre,North,4.82,18.1,EUR 14.01,wallet,RideGo
T22000285,31/08/2025 02:14,DR-1011,VH-005,East,North,2.66,14.8,EUR 10.60,card,CityHail
T22000286,04/12/2025 22:38,DR-1040,VH-033,Airport,North,4.0,19.1,EUR 13.35,Card,Direct
T22000287,15/08/2025 02:37,DR-1005,VH-040, East ,East,9.23,39.5,EUR 25.07,wallet,RideGo
T22000288,21/12/2025 12:54,DR-1014,VH-040,North,North,12.97,59.9,EUR 35.09,card,RideGo
T22000289,05/11/2025 03:52,DR-1042,VH-042,Airport,NULL,6.96,21.6,EUR 17.45,cash,RideGo
T22000290,11/08/2025 18:15,DR-1058,VH-008,Suburbs,Airport,4.65,17.4,EUR 13.62,card,RideGo
T22000291,23/08/2025 05:26,DR-1066,VH-024,North,Suburbs,6.41,20.6,EUR 16.54,card,CityHail
T22000292,08/08/2025 07:55,DR-1033,VH-007,Centre,Centre,4.44,23.4,EUR 15.06,card,CityHail
T22000293,20/11/2025 07:15,DR-1012,VH-020,East,Suburbs,1.68,7.6,EUR 7.46,CASH,CityHail
T22000294,03/12/2025 11:51,DR-1024,VH-025,West,North,9.0,37.1,EUR 24.14,CASH,CityHail
T22000295,17/11/2025 13:26,DR-1032,VH-027,Suburbs,Port,13.75,45.6,EUR 31.98,card,RideGo
T22000296,22/08/2025 16:10,DR-1032,VH-025,Port,Suburbs,3.04,13.4,EUR 10.65,cash,CityHail
T22000297,21/10/2025 13:17,DR-1059,VH-026,East,Suburbs,13.13,46.7,EUR 31.58,wallet,RideGo
T22000298,28/10/2025 09:01,DR-1042,VH-025, West ,East,5.09,22.5,EUR 15.55,Card,CityHail
T22000299,15/10/2025 08:28,DR-1032,VH-021,East,Centre,4.09,21.2,EUR 14.04,Card,Direct
T22000300,31/10/2025 17:58,DR-1043,VH-020,North,Airport,3.3,17.1,EUR 11.98,card,CityHail
T22000301,03/11/2025 15:08,DR-1050,VH-004,Suburbs,West,4.95,15.9,EUR 13.54,CASH,CityHail
T22000302,12/12/2025 03:25,DR-1062,VH-030, Suburbs ,North,13.23,60.6,EUR 35.58,cash,RideGo
T22000303,18/07/2025 12:19,DR-1051,VH-041,Centre,West,25.82,67.5,EUR 51.99,wallet,RideGo
T22000304,27/07/2025 00:43,DR-1059,VH-016,West,Airport,4.81,17.4,EUR 13.80,card,CityHail
T22000305,01/10/2025 04:20,DR-1010,VH-027,Centre,Centre,2.35,11.8,EUR 9.41,CASH,CityHail
T22000306,20/10/2025 02:03,DR-1012,VH-001,Suburbs,East,6.35,22.0,EUR 16.86,CASH,RideGo
T22000307,02/12/2025 03:04,DR-1019,VH-023,North,Airport,7.43,32.4,EUR 21.02,CASH,Direct
T22000308,29/11/2025 16:24,DR-1045,VH-032,Airport,North,7.07,27.9,EUR 19.34,Card,RideGo
T22000309,10/08/2025 06:42,DR-1034,VH-020, Port ,Port,13.99,38.5,EUR 30.27,wallet,Direct
T22000310,18/07/2025 20:54,DR-1026,VH-012,East,West,5.66,30.3,EUR 18.39,Card,RideGo
T22000311,19/08/2025 14:42,DR-1030,VH-005,Centre,Suburbs,10.61,29.4,EUR 23.83,CASH,CityHail
T22000312,29/12/2025 11:46,DR-1022,VH-010,Centre,West,6.27,27.0,EUR 18.17,card,RideGo
T22000313,14/11/2025 12:06,DR-1017,VH-011,Airport,Suburbs,3.25,15.2,EUR 11.39,card,RideGo
T22000314,10/12/2025 00:27,DR-1028,VH-015, East ,Airport,2.51,12.8,EUR 9.87,wallet,CityHail
T22000315,12/10/2025 12:33,DR-1050,VH-010,Centre,Port,7.91,24.1,EUR 19.24,card,CityHail
T22000316,04/09/2025 01:38,DR-1061,VH-035,Port,Port,9.25,45.6,EUR 26.81,Card,RideGo
T22000317,10/10/2025 06:32,DR-1063,VH-020,Centre,North,3.99,16.4,EUR 12.58,cash,Direct
T22000318,01/07/2025 02:00,DR-1058,VH-036,West,Airport,2.2,10.1,EUR 8.76,CASH,CityHail
T22000319,19/10/2025 18:13,DR-1042,VH-008,Suburbs,Centre,8.76,36.7,EUR 23.75,Card,CityHail
T22000320,03/08/2025 22:16,DR-1017,VH-042,Port,Airport,1.78,9.2,EUR 8.02,wallet,Direct
T22000321,15/10/2025 21:22,DR-1010,VH-025,Airport,West,5.74,23.2,EUR 16.50,cash,CityHail
T22000322,23/07/2025 10:09,DR-1050,VH-008,Centre,East,6.2,19.1,EUR 15.88,card,RideGo
T22000323,15/09/2025 21:28,DR-1028,VH-041,Port,East,6.18,18.6,EUR 15.72,Card,CityHail
T22000324,29/10/2025 16:32,DR-1027,VH-031,Port,Port,7.76,24.7,EUR 19.24,wallet,CityHail
T22000325,22/11/2025 15:26,DR-1032,VH-010, Suburbs ,East,6.89,30.4,EUR 19.84,card,Direct
T22000326,12/10/2025 20:38,DR-1013,VH-039,Port,Centre,3.5,15.5,EUR 11.76,wallet,CityHail
T22000327,01/12/2025 09:58,DR-1003,VH-023,East,Suburbs,6.72,31.3,EUR 19.89,CASH,Direct
T22000328,19/08/2025 14:42,DR-1034,VH-037,Airport,East,2.88,10.0,EUR 9.51,Card,Direct
T22000329,20/10/2025 19:05,DR-1003,VH-002,East,Port,2.45,11.6,EUR 9.47,Card,RideGo
T22000330,11/08/2025 02:03,DR-1019,VH-031,Airport,Centre,6.39,18.2,EUR 15.84,wallet,CityHail
T22000331,16/12/2025 03:30,DR-1005,VH-002,North,West,3.5,17.5,EUR 12.32,card,RideGo
T22000332,17/10/2025 18:23,DR-1014,VH-025, Airport ,West,3.69,14.5,EUR 11.70,CASH,CityHail
T22000333,01/11/2025 21:59,DR-1010,VH-032,North,North,5.04,26.2,EUR 16.53,Card,Direct
T22000334,11/07/2025 07:16,DR-1051,VH-004,Airport,East,2.63,14.0,EUR 10.34,Card,CityHail
T22000335,07/11/2025 02:44,DR-1043,VH-024,North,North,2.13,12.1,EUR 9.24,cash,RideGo
T22000336,17/10/2025 00:24,DR-1056,VH-010, East ,East,5.35,24.1,EUR 16.30,cash,CityHail
T22000337,01/11/2025 21:09,DR-1056,VH-010,Centre,East,13.37,40.2,EUR 30.03,card,RideGo
T22000338,12/08/2025 09:33,DR-1063,VH-029, East ,East,4.67,19.3,EUR 14.17,CASH,Direct
T22000339,03/08/2025 15:01,DR-1029,VH-019,Port,East,8.26,28.3,EUR 20.82,wallet,Direct
T22000340,27/10/2025 05:07,DR-1001,VH-015,West,Port,7.64,29.5,EUR 20.45,cash,RideGo
T22000341,01/10/2025 22:45,DR-1056,VH-006, Airport ,Suburbs,2.44,8.8,EUR 8.67,CASH,CityHail
T22000342,10/09/2025 12:30,DR-1060,VH-034,Airport,Airport,8.72,42.7,EUR 25.38,cash,RideGo
T22000343,02/12/2025 17:14,DR-1051,VH-014,Suburbs,Suburbs,9.59,32.6,EUR 23.56,wallet,Direct
T22000344,19/12/2025 02:19,DR-1001,VH-006,East,Suburbs,6.01,21.8,EUR 16.42,Card,RideGo
T22000345,23/11/2025 21:18,DR-1008,VH-008, East ,East,5.44,16.1,EUR 14.16,CASH,RideGo
T22000346,04/08/2025 04:02,DR-1011,VH-038,North,East,11.59,55.3,EUR 32.21,cash,RideGo
T22000347,25/07/2025 02:05,DR-1033,VH-010,Airport,West,5.22,19.1,EUR 14.75,CASH,CityHail
T22000348,21/09/2025 17:22,DR-1055,VH-036,West,North,8.13,29.1,EUR 20.90,wallet,RideGo
T22000349,30/07/2025 11:48,DR-1055,VH-021,East,North,3.09,15.9,EUR 11.41,card,Direct
T22000350,24/07/2025 13:04,DR-1026,VH-003,East,East,7.55,24.7,EUR 19.00,Card,RideGo
T22000351,08/07/2025 01:28,DR-1020,VH-035,Suburbs,Airport,2.5,13.2,EUR 9.97,Card,CityHail
T22000352,25/09/2025 06:48,DR-1029,VH-039,Airport,Port,2.39,13.0,EUR 9.79,Card,CityHail
T22000353,11/10/2025 22:55,DR-1025,VH-024,Airport,North,4.2,17.6,EUR 13.16,card,CityHail
T22000354,17/12/2025 14:21,DR-1041,VH-025,Airport,North,3.9,12.4,EUR 11.36,CASH,RideGo
T22000355,22/12/2025 13:40,DR-1046,VH-006, East ,East,4.65,21.1,EUR 14.66,Card,RideGo
T22000356,22/11/2025 18:50,DR-1051,VH-016,East,Suburbs,17.79,74.7,EUR 44.77,Card,RideGo
T22000357,29/11/2025 23:20,DR-1029,VH-007,Centre,Centre,10.43,45.6,EUR 28.16,Card,Direct
T22000358,13/11/2025 13:00,DR-1048,VH-038,East,Port,27.24,67.5,EUR 53.63,card,RideGo
T22000359,05/09/2025 08:50,DR-1022,VH-009, East ,Centre,13.68,46.6,EUR 32.18,cash,RideGo
T22000360,11/09/2025 20:18,DR-1004,VH-003,North,Suburbs,3.29,19.2,EUR 12.56,card,Direct
T22000361,20/10/2025 07:34,DR-1040,VH-017,Port,East,5.23,18.7,EUR 14.65,card,RideGo
T22000362,11/07/2025 06:36,DR-1061,VH-017,Airport,Centre,12.13,43.7,EUR 29.59,Card,RideGo
T22000363,11/09/2025 22:14,DR-1033,VH-011,East,East,7.57,21.0,EUR 17.99,wallet,RideGo
T22000364,01/08/2025 15:54,DR-1066,VH-018,Airport,West,4.03,13.9,EUR 11.93,cash,RideGo
T22000365,22/07/2025 05:11,DR-1020,VH-032,North,West,1.2,8.1,EUR 7.05,cash,CityHail
T22000366,07/09/2025 16:52,DR-1031,VH-025,North,Suburbs,4.88,25.8,EUR 16.24,Card,RideGo
T22000367,02/10/2025 16:37,DR-1024,VH-029,Airport,West,28.11,119.9,EUR 69.30,card,RideGo
T22000368,15/09/2025 01:04,DR-1024,VH-030,North,Centre,2.88,15.7,EUR 11.11,card,RideGo
T22000369,10/09/2025 11:59,DR-1023,VH-013, Airport ,Suburbs,4.3,19.2,EUR 13.72,cash,RideGo
T22000370,18/10/2025 11:35,DR-1045,VH-026, East ,Suburbs,5.19,18.0,EUR 14.41,Card,RideGo
T22000371,21/11/2025 12:17,DR-1005,VH-038,Centre,Suburbs,3.63,14.4,EUR 11.61,Card,CityHail
T22000372,22/11/2025 20:07,DR-1028,VH-022,West,West,4.98,20.6,EUR 14.90,CASH,CityHail
T22000373,04/09/2025 10:14,DR-1062,VH-008,West,Airport,7.15,19.4,EUR 17.05,Card,RideGo
T22000374,09/12/2025 00:09,DR-1011,VH-015,West,Airport,4.23,23.8,EUR 14.93,CASH,Direct
T22000375,10/07/2025 23:22,DR-1062,VH-031,West,East,11.91,58.9,EUR 33.59,wallet,CityHail
T22000376,07/11/2025 21:50,DR-1051,VH-009,Airport,Suburbs,8.98,26.6,EUR 21.18,cash,Direct
T22000377,09/08/2025 21:25,DR-1053,VH-001,Centre,Airport,14.65,44.0,EUR 32.57,CASH,RideGo
T22000378,11/10/2025 21:47,DR-1004,VH-021,Airport,East,4.45,19.1,EUR 13.87,wallet,CityHail
T22000379,23/12/2025 09:45,DR-1045,VH-040,Centre,Suburbs,2.05,10.7,EUR 8.75,card,RideGo
T22000380,22/07/2025 07:47,DR-1061,VH-032,Centre,East,7.97,36.5,EUR 22.79,cash,Direct
T22000381,25/10/2025 16:12,DR-1018,VH-042,East,North,8.32,39.4,EUR 24.00,card,Direct
T22000382,03/11/2025 14:23,DR-1060,VH-012,Port,Port,5.68,25.2,EUR 16.99,card,Direct
T22000383,11/10/2025 21:49,DR-1024,VH-005,Suburbs,West,7.77,34.1,EUR 21.88,Card,Direct
T22000384,24/12/2025 09:25,DR-1018,VH-006,North,Port,4.45,19.1,EUR 13.87,wallet,RideGo
T22000385,15/09/2025 17:21,DR-1068,VH-008,North,West,8.15,22.4,EUR 19.04,cash,RideGo
T22000386,13/11/2025 21:21,DR-1006,VH-040,Port,Port,2.04,9.4,EUR 8.38,card,CityHail
T22000387,14/12/2025 16:11,DR-1035,VH-004, East ,Port,2.15,13.5,EUR 9.65,cash,Direct
T22000388,16/09/2025 20:41,DR-1024,VH-017, West ,Port,9.33,29.0,EUR 22.25,CASH,CityHail
T22000389,14/08/2025 03:42,DR-1022,VH-041,Port,West,12.03,31.5,EUR 26.05,Card,RideGo
T22000390,01/12/2025 12:22,DR-1033,VH-007,Suburbs,East,8.44,25.6,EUR 20.27,cash,RideGo
T22000391,22/12/2025 11:10,DR-1025,VH-023,Airport,North,1.45,7.0,EUR 7.03,Card,RideGo
T22000392,21/10/2025 02:33,DR-1056,VH-022,West,Port,15.49,69.0,EUR 40.53,CASH,RideGo
T22000393,05/12/2025 13:18,DR-1030,VH-041,Port,Suburbs,7.5,30.7,EUR 20.62,wallet,RideGo
T22000394,25/10/2025 06:36,DR-1015,VH-025, Airport ,Centre,5.88,30.1,EUR 18.59,cash,RideGo
T22000395,12/09/2025 19:18,DR-1068,VH-013,Centre,NULL,2.29,9.2,EUR 8.61,wallet,CityHail
T22000396,09/09/2025 16:27,DR-1005,VH-016,Suburbs,Airport,10.51,35.3,EUR 25.37,wallet,RideGo
T22000397,18/10/2025 08:56,DR-1058,VH-036,Airport,Port,8.84,43.8,EUR 25.83,cash,CityHail
T22000398,14/11/2025 18:52,DR-1056,VH-033,Suburbs,North,9.84,30.6,EUR 23.28,card,RideGo
T22000399,18/12/2025 21:44,DR-1065,VH-003,Port,North,4.18,16.2,EUR 12.74,card,CityHail
T22000400,07/11/2025 02:49,DR-1017,VH-038,Port,Airport,2.62,15.9,EUR 10.87,wallet,RideGo
T22000401,09/07/2025 23:02,DR-1046,VH-020,Centre,Centre,5.96,28.7,EUR 18.29,card,Direct
T22000402,22/07/2025 06:26,DR-1043,VH-038,Port,Suburbs,8.83,38.7,EUR 24.39,Card,RideGo
T22000403,08/09/2025 23:14,DR-1020,VH-006,Port,North,1.19,7.8,EUR 6.95,Card,CityHail
T22000404,26/12/2025 01:08,DR-1058,VH-031,Suburbs,Port,23.01,68.6,EUR 49.07,wallet,Direct
T22000405,04/07/2025 04:07,DR-1060,VH-016,West,Airport,8.58,37.1,EUR 23.66,wallet,CityHail
T22000406,20/10/2025 12:55,DR-1003,VH-042,East,Airport,17.77,76.9,EUR 45.37,cash,RideGo
T22000407,19/07/2025 21:31,DR-1010,VH-014, Airport ,Port,4.73,21.4,EUR 14.83,CASH,Direct
T22000408,25/09/2025 22:41,DR-1057,VH-029,Centre,West,16.1,67.9,EUR 40.93,Card,RideGo
T22000409,23/11/2025 14:25,DR-1049,VH-016,North,Centre,3.47,14.5,EUR 11.45,cash,CityHail
T22000410,24/09/2025 18:18,DR-1002,VH-041,Suburbs,Airport,6.14,21.6,EUR 16.51,cash,CityHail
T22000411,19/07/2025 11:55,DR-1032,VH-030,Centre,West,18.27,70.2,EUR 44.07,cash,Direct
T22000412,25/10/2025 18:33,DR-1002,VH-040,Port,Centre,2.55,8.7,EUR 8.77,wallet,Direct
T22000413,20/11/2025 21:00,DR-1020,VH-040,Port,Port,2.31,9.0,EUR 8.58,wallet,CityHail
T22000414,31/10/2025 12:06,DR-1022,VH-022,Port,West,2.03,12.4,EUR 9.21,CASH,CityHail
T22000415,03/11/2025 14:57,DR-1010,VH-042,West,Port,4.26,20.2,EUR 13.96,wallet,Direct
T22000416,28/12/2025 18:56,DR-1006,VH-009,Port,Port,4.32,21.3,EUR 14.33,Card,CityHail
T22000417,15/08/2025 02:55,DR-1062,VH-026,North,Port,2.26,14.0,EUR 9.92,Card,CityHail
T22000418,06/08/2025 20:21,DR-1048,VH-001, Centre ,Suburbs,6.24,23.9,EUR 17.27,CASH,RideGo
T22000419,19/09/2025 02:29,DR-1057,VH-022,East,Centre,6.17,20.9,EUR 16.35,cash,Direct
T22000420,27/10/2025 06:36,DR-1053,VH-029,West,Centre,1.52,9.0,EUR 7.67,cash,RideGo
T22000421,16/08/2025 07:16,DR-1068,VH-026,Port,Suburbs,4.18,20.8,EUR 14.03,CASH,RideGo
T22000422,13/11/2025 06:07,DR-1052,VH-004,Suburbs,Suburbs,1.54,9.9,EUR 7.94,cash,CityHail
T22000423,07/11/2025 22:17,DR-1059,VH-012, West ,East,2.82,11.4,EUR 9.83,Card,CityHail
T22000424,17/07/2025 04:42,DR-1054,VH-023,West,West,2.16,10.8,EUR 8.91,CASH,Direct
T22000425,03/08/2025 17:01,DR-1058,VH-038,West,East,10.72,49.1,EUR 29.48,Card,RideGo
T22000426,08/09/2025 18:48,DR-1049,VH-035,East,East,9.96,38.4,EUR 25.61,card,RideGo
T22000427,13/11/2025 03:28,DR-1017,VH-039,West,North,11.39,53.7,EUR 31.53,CASH,CityHail
T22000428,16/08/2025 06:09,DR-1023,VH-005,Centre,NULL,2.94,10.3,EUR 9.66,Card,CityHail
T22000429,29/10/2025 11:12,DR-1028,VH-041,Centre,Centre,2.48,10.2,EUR 9.11,wallet,CityHail
T22000430,09/07/2025 07:21,DR-1055,VH-041,Centre,Airport,9.91,29.2,EUR 22.97,card,RideGo
T22000431,18/11/2025 14:19,DR-1056,VH-036,Port,Centre,10.72,51.4,EUR 30.12,wallet,CityHail
T22000432,17/11/2025 11:58,DR-1038,VH-031,Port,North,4.93,28.3,EUR 16.99,cash,Direct
T22000433,15/07/2025 02:52,DR-1008,VH-029,West,West,1.16,6.1,EUR 6.44,wallet,CityHail
T22000434,09/08/2025 08:24,DR-1004,VH-028,West,West,12.59,50.6,EUR 32.05,card,RideGo
T22000435,08/10/2025 16:22,DR-1060,VH-016,North,West,1.56,11.2,EUR 8.33,CASH,Direct
T22000436,08/08/2025 10:50,DR-1003,VH-028,Suburbs,Airport,6.54,19.9,EUR 16.49,Card,RideGo
T22000437,06/12/2025 21:33,DR-1044,VH-003, Centre ,North,5.45,25.0,EUR 16.67,Card,Direct
T22000438,10/10/2025 07:39,DR-1020,VH-006,Airport,East,4.35,23.6,EUR 15.01,cash,CityHail
T22000439,06/07/2025 07:08,DR-1038,VH-034,Suburbs,Port,5.63,23.4,EUR 16.43,cash,Direct
T22000440,30/08/2025 07:17,DR-1035,VH-041,East,Airport,12.91,63.2,EUR 35.94,wallet,RideGo
T22000441,12/09/2025 23:05,DR-1050,VH-033,Port,East,1.81,9.6,EUR 8.17,cash,RideGo
T22000442,29/08/2025 00:06,DR-1053,VH-016,Suburbs,West,9.16,32.0,EUR 22.89,cash,RideGo
T22000443,31/10/2025 14:07,DR-1056,VH-039, East ,Centre,20.16,51.8,EUR 41.09,cash,RideGo
T22000444,29/12/2025 04:34,DR-1051,VH-029, Airport ,North,13.63,66.1,EUR 37.58,cash,RideGo
T22000445,31/10/2025 10:44,DR-1011,VH-031,West,Suburbs,3.08,11.1,EUR 10.05,wallet,RideGo
T22000446,05/12/2025 03:45,DR-1031,VH-033,Airport,Airport,11.72,47.0,EUR 30.04,wallet,RideGo
T22000447,23/07/2025 16:43,DR-1025,VH-031,Suburbs,Port,3.06,12.5,EUR 10.42,CASH,Direct
T22000448,27/08/2025 23:03,DR-1023,VH-003,Suburbs,Airport,2.06,11.3,EUR 8.93,wallet,CityHail
T22000449,15/12/2025 15:40,DR-1032,VH-031,West,North,1.15,8.5,EUR 7.10,Card,CityHail
T22000450,12/10/2025 17:53,DR-1010,VH-023,Centre,Airport,1.5,10.9,EUR 8.18,Card,RideGo
T22000451,22/12/2025 16:26,DR-1063,VH-019,Suburbs,Centre,9.03,39.7,EUR 24.90,CASH,CityHail
T22000452,27/08/2025 17:07,DR-1037,VH-031,Centre,Suburbs,1.6,10.1,EUR -12.50,Card,CityHail
T22000453,13/11/2025 05:07,DR-1008,VH-026,Suburbs,North,2.96,15.5,EUR 11.14,cash,RideGo
T22000454,19/09/2025 22:10,DR-1058,VH-007, Airport ,Airport,5.86,25.4,EUR 17.25,wallet,RideGo
T22000455,05/11/2025 05:51,DR-1065,VH-036,East,West,2.7,15.2,EUR 10.76,card,CityHail
T22000456,17/09/2025 22:55,DR-1029,VH-040,Centre,North,5.23,26.5,EUR 16.83,cash,CityHail
T22000457,09/07/2025 19:36,DR-1030,VH-005,Suburbs,North,4.75,19.5,EUR 14.32,wallet,CityHail
T22000458,18/08/2025 12:10,DR-1007,VH-017,East,East,2.45,8.5,EUR 8.60,CASH,CityHail
T22000459,11/07/2025 08:51,DR-1030,VH-031,Suburbs,Centre,3.14,18.6,EUR 12.22,wallet,CityHail
T22000460,30/10/2025 21:01,DR-1050,VH-009,North,West,10.37,31.6,EUR 24.17,wallet,RideGo
T22000461,16/07/2025 11:22,DR-1043,VH-035, Port ,West,4.4,22.7,EUR 14.82,card,CityHail
T22000462,21/12/2025 15:33,DR-1057,VH-019,East,East,12.48,39.1,EUR 28.70,Card,RideGo
T22000463,11/07/2025 19:19,DR-1037,VH-028,East,Port,2.61,12.7,EUR 9.96,card,RideGo
T22000464,05/10/2025 10:16,DR-1015,VH-009,West,Centre,4.87,15.4,EUR 13.31,wallet,CityHail
T22000465,20/07/2025 14:59,DR-1007,VH-023,West,Airport,7.29,24.5,EUR 18.64,wallet,RideGo
T22000466,13/12/2025 18:41,DR-1032,VH-020,Port,East,8.1,38.3,EUR 23.44,Card,RideGo
T22000467,14/10/2025 14:20,DR-1005,VH-006,Port,West,17.51,48.4,EUR 37.09,card,RideGo
T22000468,18/07/2025 18:14,DR-1036,VH-001,Port,West,4.18,17.1,EUR 13.00,card,RideGo
T22000469,01/07/2025 08:37,DR-1014,VH-026,West,Suburbs,5.1,18.9,EUR 14.56,Card,CityHail
T22000470,15/10/2025 08:43,DR-1032,VH-018,Airport,East,5.54,21.0,EUR 15.65,card,RideGo
T22000471,06/07/2025 23:39,DR-1054,VH-041,Port,Centre,15.55,46.8,EUR 34.39,card,RideGo
T22000472,06/07/2025 02:24,DR-1037,VH-006, Suburbs ,Airport,5.0,14.9,EUR 13.32,cash,Direct
T22000473,15/09/2025 16:24,DR-1027,VH-016,Suburbs,Port,6.27,29.4,EUR 18.84,Card,Direct
T22000474,08/07/2025 11:02,DR-1026,VH-006,Suburbs,Airport,6.5,32.8,EUR 20.06,CASH,CityHail
T22000475,09/09/2025 02:10,DR-1013,VH-010,Port,North,7.42,26.6,EUR 19.38,CASH,CityHail
T22000476,09/08/2025 18:51,DR-1036,VH-038,East,North,13.63,38.1,EUR 29.74,Card,RideGo
T22000477,04/07/2025 16:22,DR-1021,VH-011,Port,Port,5.7,22.7,EUR 16.31,CASH,Direct
T22000478,31/08/2025 14:58,DR-1010,VH-010,West,East,2.14,9.8,EUR 8.60,Card,Direct
T22000479,08/12/2025 14:50,DR-1043,VH-012,East,Port,4.61,21.6,EUR 14.75,wallet,CityHail
T22000480,22/10/2025 06:08,DR-1065,VH-026,Port,Port,10.87,35.7,EUR 25.90,card,RideGo
